,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
1241,20251120,3505,5131,2452,764,366266,53284,5775207,7017915,3022414,1048401,9622326,63753602,5945045,7801,3347272,-2336,4331830,8609,52958,94
1242,20251121,3400,4917,2344,699,405413,37903,5778607,7022832,3024758,1049100,10027739,63791505,5943688,-1357,3350940,3668,4363897,32067,52895,-63
1243,20251122,2620,3996,1855,593,262310,34730,5781227,7026828,3026613,1049693,10290049,63826235,5949470,5782,3354981,4041,4398752,34855,52965,70
1244,20251123,853,1199,660,139,51186,15328,5782080,7028027,3027273,1049832,10341235,63841563,5943573,-5897,3359994,5013,4402888,4136,52998,33
1245,20251124,679,832,510,69,41446,7016,5782759,7028859,3027783,1049901,10382681,63848579,5948663,5090,3360032,38,4367019,-35869,53011,13
1246,20251125,887,1121,608,115,145873,12652,5783646,7029980,3028391,1050016,10528554,63861231,5960362,11699,3360048,16,4320252,-46767,53024,13
1247,20251126,3124,4248,2220,634,314504,36006,5786770,7034228,3030611,1050650,10843058,63897237,5960338,-24,3359954,-94,4279552,-40700,52904,-120
1248,20251127,3103,4686,2310,633,320966,39294,5789873,7038914,3032921,1051283,11164024,63936531,5965761,5423,3358195,-1759,4285379,5827,52986,82
1249,20251128,2989,4337,2178,626,168909,33966,5792862,7043251,3035099,1051909,11332933,63970497,5989123,23362,3361021,2826,4314390,29011,52987,1
1250,20251129,3105,4378,2032,676,258239,39286,5795967,7047629,3037131,1052585,11591172,64009783,5993747,4624,3363520,2499,4352603,38213,53010,23
1251,20251130,720,980,582,131,59295,15054,5796687,7048609,3037713,1052716,11650467,64024837,5975875,-17872,3370599,7079,4354785,2182,53039,29
1252,20251130,797,1064,604,149,60229,12507,5797484,7049673,3038317,1052865,11710696,64037344,5969340,-6535,3370608,9,4316330,-38455,53056,17
1253,20251201,3096,4699,2606,629,362624,37883,5800580,7054372,3040923,1053494,12073320,64075227,6077601,108261,3372940,2332,4273907,-42423,53112,56
1254,20251202,3352,5033,2594,626,341318,41373,5803932,7059405,3043517,1054120,12414638,64116600,6090321,12720,3379232,6292,4286251,12344,53178,66
1255,20251203,3520,5167,2608,664,342429,45199,5807452,7064572,3046125,1054784,12757067,64161799,6097620,7299,3383744,4512,4296580,10329,53214,36
1256,20251204,3792,5100,2642,639,356777,38191,5811244,7069672,3048767,1055423,13113844,64199990,6086472,-11148,3386553,2809,4330626,34046,53048,-166
1257,20251205,2802,4175,2138,612,383429,35855,5814046,7073847,3050905,1056035,13497273,64235845,6001142,-85330,3377332,-9221,4363962,33336,53117,69
1258,20251206,949,1092,687,122,80752,29391,5814995,7074939,3051592,1056157,13578025,64265236,6005904,4762,3382693,5361,4364442,480,53121,4
1259,20251207,952,1263,704,125,63000,12299,5815947,7076202,3052296,1056282,13641025,64277535,6010893,4989,3382931,238,4341716,-22726,53163,42
1260,20251208,3354,5004,2731,644,361873,38109,5819301,7081206,3055027,1056926,14002898,64315644,6021261,10368,3383521,590,4298728,-42988,53215,52
1261,20251209,3625,5003,2782,672,391185,40371,5822926,7086209,3057809,1057598,14394083,64356015,6023569,2308,3386619,3098,4293644,-5084,53055,-160
1262,20251210,3477,5092,2904,651,376948,38285,5826403,7091301,3060713,1058249,14771031,64394300,6006795,-16774,3386354,-265,4295671,2027,53138,83
1263,20251211,3421,4837,2942,640,340664,37179,5829824,7096138,3063655,1058889,15111695,64431479,6011592,4797,3389626,3272,4322945,27274,53071,-67
1264,20251212,2313,3618,2355,508,242751,29267,5832137,7099756,3066010,1059397,15354446,64460746,6013180,1588,3391801,2175,4350721,27776,53141,70
